WirtEinh,EQ_übergeordnet,Equipment,EQ-Bezeichnung,EQ-Klasse,EQ-Klasse-Bezeichnung,Gewerk,Anlagenausprägung,EQ-Menge,EQ-Merkmal_001,EQ-Merkmal_002,EQ-Merkmal_003,EQ-Merkmal_004,EQ-Merkmal_005,EQ-Merkmal_006,EQ-Merkmal_007,EQ-Merkmal_008,EQ-Merkmal_009,EQ-Merkmal_010,EQ-Merkmal_011,EQ-Merkmal_012,EQ-Merkmal_013,EQ-Merkmal_014,EQ-Merkmal_015,EQ-Merkmal_016,EQ-Merkmal_017,EQ-Merkmal_018,EQ-Merkmal_019,EQ-Merkmal_020,EQ-Merkmal_021,EQ-Merkmal_022,EQ-Merkmal_023,EQ-Merkmal_024,EQ-Merkmal_025,EQ-Merkmal_026,EQ-Merkmal_027,EQ-Merkmal_028,EQ-Merkmal_029,EQ-Merkmal_030,EQ-Merkmal_031,EQ-Merkmal_032,EQ-Merkmal_033,EQ-Merkmal_034,EQ-Merkmal_035,EQ-Merkmal_036,EQ-Merkmal_037,EQ-Merkmal_038,EQ-Merkmal_039,EQ-Merkmal_040,EQ-Merkmal_041,EQ-Merkmal_042,EQ-Merkmal_043,EQ-Merkmal_044,EQ-Merkmal_045,EQ-Merkmal_046,EQ-Merkmal_047,EQ-Merkmal_048,EQ-Merkmal_049,EQ-Merkmal_050,EQ-Merkmal_051,EQ-Merkmal_052
21083,,1003217757,Niederspannungsleitungsanlage,33103,Niederspannungsleitungsanlagen,Elektro,Niederspannungsleitungsanlage,1,Anzahl FI alle UVT: 0,Überspannungsableiter: 0,Unterverteilungen Gesamt: 1,Anzahl UVT ohne USV: 1,Stromkreise 1-ph ohne USV: 3,Stromkreise 3-ph ohne USV: 1,Anzahl UVT mit USV: 0,Stromkreise 1-ph mit USV: 0,Stromkreise 3-ph mit USV: 0,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 444,Bezeichn. Kostengr. DIN 276-1: Niederspannungsinstallationsan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217758,Blitzschutz-/Erdungsanlage,3330,Blitzschutz-/Erdungsanlage,Elektro,Blitzschutz/Erdung Gebäude,1,Ableiter Anzahl aussen: 2,,Blitzschutzklasse: III (ehemals mittel),,,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 446,Bezeichn. Kostengr. DIN 276-1: Blitzschutz- u. Erdungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217759,Abwasserleitungsanlagen,32301,Abwasserleitungsanlagen,Sanitär,Abwasserleitungsanlage,1,Nutzung: sonstige Nutzung,Medium Abwasser: Regenwasser,Rückstauverschluss: keiner vorhanden,,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217760,Außenbeleuchtung,3420,Außenbeleuchtungseinrichtungen,Elektro,Außenbel.einr. ortsf. Leuchten,3,"Anbauhöhe/Masthöhe in m: 2,5",,Leuchtmittel Typ: 3X LEUCHSTOFFRÖHREN 58 W,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217761,Ventilatoren,31223,Ventilatoren,RLT,Deckenventilator,1,,Hygiene VDI 6022: Nein,"Nutzung RLT: Gebäude, Büro",zugehörige Verbraucher: Sonstige,,Schnittstelle BuES/GLT: keine,Zwischenkontrolle RLT: keine Zwischenprfg. erforderl.,"Sonderbau-Prüfungen: Nein, keine",Kostengruppe DIN 276-1: 431,Bezeichn. Kostengr. DIN 276-1: Lüftungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217763,Brandschutztüren,35404,Feuer-/Rauchschutzabschlüsse,Brandschutz,Feuer-/Rauchschutz-TÜR,38,Technikart 35404: nur selbstschließend,,,,"Sonderbau-Prüfungen: Nein, keine",Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 344,Bezeichn. Kostengr. DIN 276-1: Innentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003217764,Brandschutztüren selbstschließend,35404,Feuer-/Rauchschutzabschlüsse,Brandschutz,Feuer-/Rauchschutz-TÜR,5,Technikart 35404: nur selbstschließend,,,,"Sonderbau-Prüfungen: Nein, keine",Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 344,Bezeichn. Kostengr. DIN 276-1: Innentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003220623,Außenbeleuchtungseinrichtungen Neubau,3420,Außenbeleuchtungseinrichtungen,Elektro,Außenbel.einr. ortsf. Leuchten,5,Anbauhöhe/Masthöhe in m: 4,Leuchtmittel Sockel: E27,Leuchtmittel Typ: 80 WATT,,Kostengruppe DIN 276-1: 445,Bezeichn. Kostengr. DIN 276-1: Beleuchtungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003314092,Gasleitungsanlage,3210,Gasversorgungseinrichtungen,Heizung,"Gasleitungsanlage, Erdgas",1,Verbraucher: Heizung mit Warmwasserbereit.,Teile der Leitung im Erdreich: nein,,,,Digitaler Gaszähler: Nein,,Schnittstelle BuES/GLT: keine,versorgter Bereich: Heizungsanlage,Kostengruppe DIN 276-1: 413,Bezeichn. Kostengr. DIN 276-1: Gasanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003484829,Dachrinnenheizung,3990,besondere Einrichtungen,Haustechn Einricht,"Dachrinnen-, Rohrbegleitheiz.",1,,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 369,"Bezeichn. Kostengr. DIN 276-1: Dächer, sonstiges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003503631,ortsveränderl. elektr. Geräte,33104,Ortsveränderliche elektr. Anschlusseinr.,Elektro,ortsveränderl. elektr. Geräte,82,DGUV V3 ortsv. Geräte: mit GBU 4J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003576364,Verkehrssicherungspflicht,9920,spezielle Tätigkeiten,Haustechn Einricht,Verkehrssicherungspflicht,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003586206,GMG-GFM Cluster: Leitern und Tritte,9111,Technischer Platz allgemein,Haustechn Einricht,Leitern und Tritte,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003644579,Dachrinnenheizung neu,3990,besondere Einrichtungen,Haustechn Einricht,"Dachrinnen-, Rohrbegleitheiz.",1,,,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,Kostengruppe DIN 276-1: 369,"Bezeichn. Kostengr. DIN 276-1: Dächer, sonstiges",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003650517,Brandschutztüren mit FSE (Altbau vermiet,35404,Feuer-/Rauchschutzabschlüsse,Brandschutz,Feuer-/Rauchschutz-TÜR,2,Technikart 35404: nur mit Feststellanlage,Anzahl automatische Melder: 2,,Intervall Inspektion: Feststellanlage Inspektion 1M,"Sonderbau-Prüfungen: Nein, keine",Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 344,Bezeichn. Kostengr. DIN 276-1: Innentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003662580,Durchlauferhitzer,3113,Wassererwärmungsgeräte ortsfest,Elektro,"Gerät, elektrisch beheizt",6,Hygiene TrinkwV/VDI 6023: Nein,Nutzung: sonstige Nutzung,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1003938014,Erste-Hilfe-Verbandskästen,3970,Medizinische Geräte und Hilfsmittel,Haustechn Einricht,Erste-Hilfe-Verbandskasten,2,Bezeichn. Kostengr. DIN 276-1: Medizin- und labortechnische A,Kostengruppe DIN 276-1: 474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004142763,Brandschutztüren mit FSE (KVSt/OVSt),35404,Feuer-/Rauchschutzabschlüsse,Brandschutz,Feuer-/Rauchschutz-TÜR,2,Technikart 35404: nur mit Feststellanlage,Anzahl automatische Melder: 2,,Intervall Inspektion: Feststellanlage Inspektion 1M,"Sonderbau-Prüfungen: Nein, keine",Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 344,Bezeichn. Kostengr. DIN 276-1: Innentüren und -fenster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004340753,RWA-Anlage elektrisch,35403,RWA-Anlagen,Brandschutz,RWA-Anlagen,1,Auslösung: elektrisch,Anzahl Entrauchungsklappen: 1,,Schnittstelle BuES/GLT: keine,"Sonderbau-Prüfungen: Nein, keine",,,Kostengruppe DIN 276-1: 362,"Bezeichn. Kostengr. DIN 276-1: Dachfenster, Dachöffnungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004516462,Gasmeldeanlage,3590,"Meldeeinrichtungen, sonstige",Haustechn Einricht,Gasmeldeanlage sonstige,1,,Schnittstelle BuES/GLT: BuES,,,Kostengruppe DIN 276-1: 456,Bezeichn. Kostengr. DIN 276-1: Gefahrenmelde- u. Alarmanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004524817,Selbstspülende Hygienespüler,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Automatische Spüleinrichtung,1,Elektr. Betriebsart: Netzbetrieb 230 V,,Schnittstelle BuES/GLT: keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004524818,Selbstspülende Hygienespüler,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Automatische Spüleinrichtung,4,Elektr. Betriebsart: Netzbetrieb 230 V,,Schnittstelle BuES/GLT: keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004524819,Durchlauferhitzer,3113,Wassererwärmungsgeräte ortsfest,Elektro,"Gerät, elektrisch beheizt",3,Hygiene TrinkwV/VDI 6023: Nein,Nutzung: sonstige Nutzung,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004524820,Selbstspülende Hygienespüler,32206,sonstige Wassertechnische Einrichtungen,Sanitär,Automatische Spüleinrichtung,1,Elektr. Betriebsart: Netzbetrieb 230 V,,Schnittstelle BuES/GLT: keine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1004524821,Durchlauferhitzer,3113,Wassererwärmungsgeräte ortsfest,Elektro,"Gerät, elektrisch beheizt",2,Hygiene TrinkwV/VDI 6023: Nein,Nutzung: sonstige Nutzung,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010028319,"Heizungsanlage, Gas",31111,Heizungsanlagen,Heizung,Heizungsanlage,1,,Wassererwärmung: Nein,,Energieart: Gas,,,,,,,,Gesamtleistung in KW: 100,Kessel Anzahl: 1,,,,Ausdehnungsgefäße Anzahl: 2,Brenner Anzahl: 1,Unterverteilungen Anzahl: 1,,,,,Schnittstelle BuES/GLT: GaBI über BuES,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010028320,"Heizungsanlage, Gas",31111,Heizungsanlagen,Heizung,Heizungsanlage,1,,Wassererwärmung: Nein,,Energieart: Gas,,,,,,,,Gesamtleistung in KW: 30,Kessel Anzahl: 1,,,,Ausdehnungsgefäße Anzahl: 1,Brenner Anzahl: 1,Unterverteilungen Anzahl: 1,,,,,Schnittstelle BuES/GLT: GaBI über BuES,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,1010028319.0,1010035595,Ausdehnungsgefäß 1,3911,"Druckbehälter, prüfpflichtig",DLÜA,Ausdehnungsgefäß,1,Druckbehälter ist eingebaut in: Heizung ohne Warmwasserbereit.,,,,,,,,,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,1010028319.0,1010035596,Ausdehnungsgefäß 2,3911,"Druckbehälter, prüfpflichtig",DLÜA,Ausdehnungsgefäß,1,Druckbehälter ist eingebaut in: Heizung ohne Warmwasserbereit.,,,,,,,,,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,1010028320.0,1010035597,Ausdehnungsgefäß,3911,"Druckbehälter, prüfpflichtig",DLÜA,Ausdehnungsgefäß,1,Druckbehälter ist eingebaut in: Heizung ohne Warmwasserbereit.,,,,,,,,,Kostengruppe DIN 276-1: 421,Bezeichn. Kostengr. DIN 276-1: Wärmeerzeugungsanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055204,Gasleitungsanlage,3210,Gasversorgungseinrichtungen,Heizung,"Gasleitungsanlage, Erdgas",1,Verbraucher: Heizung ohne Warmwasserbereit.,Teile der Leitung im Erdreich: nein,,,,Digitaler Gaszähler: Nein,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 413,Bezeichn. Kostengr. DIN 276-1: Gasanlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055205,Systemtrenner (Nachfüllstation Heizung),32206,sonstige Wassertechnische Einrichtungen,Sanitär,Systemtrenner,1,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 419,"Bezeichn. Kostengr. DIN 276-1: Abw.-, Wasser-, Gasanl., sonst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055206,Systemtrenner (Heizungsbefüllstation),32206,sonstige Wassertechnische Einrichtungen,Sanitär,Systemtrenner,1,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 419,"Bezeichn. Kostengr. DIN 276-1: Abw.-, Wasser-, Gasanl., sonst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055208,Neutralisationsanlage (Heizung),32303,Abwasserbehandlunganlagen,Sanitär,Neutralisationsanlage,1,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055209,Neutralisationsanlage (Heizung),32303,Abwasserbehandlunganlagen,Sanitär,Neutralisationsanlage,1,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 411,Bezeichn. Kostengr. DIN 276-1: Abwasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055211,Enthärtungsanlage Heizung,32201,Wasseraufbereitungsanlagen,Sanitär,Enthärtungsanlage,1,Nutzung: sonstige Nutzung,,,Salz auffüllen: jeden sechsten Monat,,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,,1010055212,Enthärtungsanlage (Heizungsfüllwasser),32201,Wasseraufbereitungsanlagen,Sanitär,Enthärtungsanlage,1,Nutzung: sonstige Nutzung,,,Salz auffüllen: jeden sechsten Monat,,,,Schnittstelle BuES/GLT: keine,,Kostengruppe DIN 276-1: 412,Bezeichn. Kostengr. DIN 276-1: Wasseranlagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
